address;HBAR_VALUE_HBAR;HBARX_VALUE_HBAR;HSUITE_VALUE_HBAR;SAUCE_VALUE_HBAR;XSAUCE_VALUE_HBAR;PACK_VALUE_HBAR;USDC_VALUE_HBAR;NEBULA_GENESIS_VALUE_HBAR;COSMIC_CYPHERS_VALUE_HBAR;TOTAL_LOSS_HBAR
0x00000000000000000000000000000000006262d6;0.0;0.0;38547.4515164025;0.0;0.0;0.0;0.0;0.0;0.0;38547.4515164025
0x000000000000000000000000000000000067b41b;-1.27322733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.27322733
0x00000000000000000000000000000000006bbae0;0.0;0.0;0.0;0.0;1821.2867476650001;0.0;0.0;0.0;0.0;1821.2867476650001
0x00000000000000000000000000000000006cd120;30.0;0.0;0.0;0.0;0.0;0.0;-24.614653;0.0;0.0;5.385346999999999
0x00000000000000000000000000000000006d30be;39000.0;0.0;34079.4474410475;-3375.33692652;24235.18759242;3621.71681214;11040.877407;0.0;1871.0;110472.89232608749
0x00000000000000000000000000000000006dbb70;45785.86975782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45785.86975782
0x00000000000000000000000000000000006e043d;-0.31764117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.31764117
0x00000000000000000000000000000000006e15c6;-0.00276963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.00276963
0x00000000000000000000000000000000006e3566;102.99200242;-0.6330191208;0.0;0.25383024;17579.755974375003;0.0;0.0;0.0;0.0;17682.3687879142
0x0000000000000000000000000000000000709403;69.45155819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.45155819
0x0000000000000000000000000000000000723228;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0
0x0000000000000000000000000000000000728274;675.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;675.0
0x0000000000000000000000000000000000739f4a;1503.48223673;0.0;15.481580115000002;0.0;36.612420705;0.0;0.0;0.0;0.0;1555.57623755
0x000000000000000000000000000000000073fd3e;1300.0;0.0;0.0;0.0;0.0;0.0;-525.178045;0.0;0.0;774.821955
0x00000000000000000000000000000000007461bd;110.22152939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.22152939
0x0000000000000000000000000000000000754ede;400.0;0.0;0.0;0.0;0.0;0.0;0.0;19750.0;5613.0;25763.0
0x000000000000000000000000000000000075babc;8.73137312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.73137312
0x00000000000000000000000000000000007677f0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37420.0;37420.0
0x0000000000000000000000000000000000769086;43350.45133108;-0.0379698396;1558.892859255;-0.047679030000000004;-0.71222193;-0.026739181;-18.327921500000002;0.0;1871.0;46761.191658854405
0x000000000000000000000000000000000076cadc;0.0;0.0;0.0;4870.6264807200005;0.0;0.0;0.0;0.0;0.0;4870.6264807200005
0x00000000000000000000000000000000007720c3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7484.0;7484.0
0x00000000000000000000000000000000007732f6;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300.0
0x0000000000000000000000000000000000775738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9355.0;9355.0
0x000000000000000000000000000000000077a4ab;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5613.0;5613.0
0x000000000000000000000000000000000077abeb;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3742.0;3742.0
0x000000000000000000000000000000000077adc2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44904.0;44904.0
0x000000000000000000000000000000000077c0e1;-0.00768513;0.0;2382.1082650875;0.0;0.0;0.0;0.0;0.0;0.0;2382.1005799575
0x000000000000000000000000000000000077c7d9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3742.0;3742.0
0x000000000000000000000000000000000077fd8d;0.0;6900.8450621088;0.0;0.034590510000000005;0.0;0.0;0.0;0.0;0.0;6900.879652618801
0x00000000000000000000000000000000007871ad;2.0067558;-1.3163210016;0.0;0.0;-2.1105000000000002e-05;0.0;0.0;0.0;0.0;0.6904136934000001
0x000000000000000000000000000000000078a757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19750.0;0.0;19750.0
0x000000000000000000000000000000000078a78b;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1871.0;1871.0
0x000000000000000000000000000000000078a9b3;0.0;98.12982719760001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.12982719760001
0x000000000000000000000000000000000078a9c8;12433.98116443;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12433.98116443
0x000000000000000000000000000000000078e975;-0.0048838;0.0;0.0;0.0;0.0;0.0;0.48084750000000004;0.0;0.0;0.47596370000000005
0x0000000000000000000000000000000000790829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98750.0;48646.0;147396.0
0x0000000000000000000000000000000000792693;0.001316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001316
0x0000000000000000000000000000000000794984;0.0;0.0;1456.865739315;0.0;0.0;0.0;0.0;0.0;0.0;1456.865739315
0x0000000000000000000000000000000000798850;-6,639E-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6,639E-02
0x0000000000000000000000000000000000799b29;100.08153437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.08153437
0x000000000000000000000000000000000079f1f6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1871.0;1871.0
0x00000000000000000000000000000000007a47ca;2170.00000002;0.0;0.0;0.0;0.0;0.0;0.093016;0.0;0.0;2170.0930160199996
0x00000000000000000000000000000000007a944e;0.01353314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01353314
0x00000000000000000000000000000000007afc26;-4,877E-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4,877E-02
0x00000000000000000000000000000000007b7342;96.33038054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.33038054
0x00000000000000000000000000000000007b734b;25.9448441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.9448441
0x00000000000000000000000000000000007ba1a6;9.85049573;20.2217658852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0722616152
0x00000000000000000000000000000000007bdd8c;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24323.0;24323.0
0x00000000000000000000000000000000007c09a3;264.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;264.0
0x00000000000000000000000000000000007c12fc;1900.0;0.0;0.0;1022.8866656400002;0.0;17.393161737;579.1061115;0.0;0.0;3519.3859388769997
0x00000000000000000000000000000000007c407b;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13097.0;13097.0
0x00000000000000000000000000000000007c4135;0.0;0.0;0.0;634.27141584;0.0;0.0;0.0;0.0;0.0;634.27141584
0x00000000000000000000000000000000007c52e1;540.0;264.0;307.5;1350.0;315.0;1198.172451854;0.0;0.0;3742.0;7716.6724518539995
0x00000000000000000000000000000000007c7d93;480.0;0.0;0.0;0.0;0.0;0.0;3570.0;0.0;0.0;4050.0
0x00000000000000000000000000000000007c867c;9.0;14.4540054384;0.033491055000000006;2.95650162;3.43358064;1.189564341;45.7302475;0.0;0.0;76.7973905944
0x00000000000000000000000000000000007cd388;0.0;0.0;136576.125;0.0;0.0;0.0;0.0;0.0;0.0;136576.125
0x00000000000000000000000000000000007cd759;0.0;0.0;0.0;0.0;0.0;119000.0;0.0;0.0;0.0;119000.0
0x00000000000000000000000000000000007cf9aa;172.65597584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.65597584
0x00000000000000000000000000000000007cfe92;650.00035862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;650.00035862
0x00000000000000000000000000000000007d0777;1960.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1960.0
0x00000000000000000000000000000000007d0f59;660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;660.0
0x00000000000000000000000000000000007d2068;0.7412498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7412498
0x00000000000000000000000000000000007d331c;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0
0x00000000000000000000000000000000007d443d;0.0;0.0;0.0;0.0;0.0;0.0;7009.518271;0.0;0.0;7009.518271
0x0d8bf125a37a143db9ee1992490640bb8e97d8b8;12608.53313994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12608.53313994
0x4cfb6094446c3e086d3d2636b1a2f19628d4714b;13450.28954549;0.0;4687.5596685225;-0.030731130000000002;8273.32118235;1744.870403738;-3495.3061955;0.0;0.0;24660.703873470506
0x4dc389b40e960cd0d011f28419bb3da5f00d4937;9482.8736484;301.7249890908;5701.6714104525;1426.0563731700001;350.94588543;1267.381394461;-2589.7894295;0.0;0.0;15940.864271504299
0x66c71463f98013dcea824b89ecaca58e6f09c0fd;-0.00024337;0.0;0.0;0.0;0.0;0.0;35.002089500000004;0.0;0.0;35.001846130000004
0x7090a501d63077b6071e2e21a476e7369aea7edd;0.0;0.0;-998249.4823500001;0.0;0.0;0.0;0.0;0.0;0.0;-998249.4823500001
0x8c788e5907489a0110bf6eb8a6931f1eae048a6c;50000.0;0.0;0.0;688.9135892400001;19627.01617338;7652.519212540999;0.0;0.0;37429;115388
0x8fa13a1acaec0fe92623866ad2c38d66b9b3f18d;0.0;0.0;3,075E-04;0.0;0.0;0.0;0.0;0.0;0.0;3,075E-04
0x927b4e5fe3750123488e3bc6c8aa4515d6044a9a;1630.0;0.0;0.0;0.0;0.0;0.0;-0.0033915;0.0;0.0;1629.9966085
0x9692aa6a9b08ed6b10a802dc13c2fffdd49708f7;0.0;0.0;1293.196984875;0.0;0.0;0.0;0.0;0.0;0.0;1293.196984875
0x9cd4a76ad8ee084e6cfd6891dd0d5a410562abbe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0xa924468e8a1ec92b088b65fb340dde454726cc66;2500.90501539;0.0;12299.9999996925;0.0;0.0;0.0;0.0;0.0;0.0;14800.905015082499
0xafd01d8829f63e33a32a63c3a9e2c9c74da6c149;0.0;-363087.12;0.0;0.0;-287033.67;0.0;0.0;0.0;0.0;-650120.79
0xc57f59d9271405381adfce7308a367f2259ffb90;0.0;0.0;0.0;0.0;0.0;0.0;-0.5859875;0.0;0.0;-0.5859875
0xc77cbbaead55c25f8a589d748f26bb8e77f69cb9;0.0;0.0;-0.67233768;0.0;0.0;0.0;3.5;0.0;0.0;2.82766232
0xc845be4bc13e0efe275b4a344cf03561a9a80b5e;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0
0xca77ca38eb8bb5f8acc391cf2db774d6702d174b;0.0;2640.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2640.0
0xd12149b79f4320e1df0355786af32bcea77d4476;0.00450166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00450166
0xda9b073dfd6b115efe1cac0c58c8a1a62f75ad76;12500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21855
0xdb6c42a2baa04055f26c9f33b5dd08e3b4041ba9;0.0;0.0;6080.2551408750005;-0.39205674;0.0;0.0;0.0;0.0;13907;19986

