hedera_id;HBAR_VALUE_HBAR;HBARX_VALUE_HBAR;HSUITE_VALUE_HBAR;SAUCE_VALUE_HBAR;XSAUCE_VALUE_HBAR;PACK_VALUE_HBAR;USDC_VALUE_HBAR;NEBULA_GENESIS_VALUE_HBAR;COSMIC_CYPHERS_VALUE_HBAR;TOTAL_LOSS_HBAR
0.0.8131324;1900.0;0.0;0.0;1022.8866656400002;0.0;17.393161737;579.1061115;0.0;0.0;3519.3859388769997
0.0.8142971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13097.0;13097.0
0.0.8143157;0.0;0.0;0.0;634.27141584;0.0;0.0;0.0;0.0;0.0;634.27141584
0.0.8147681;540.0;264.0;307.5;1350.0;315.0;1198.172451854;0.0;0.0;3742.0;7716.672451854
0.0.8158611;480.0;0.0;0.0;0.0;0.0;0.0;3570.0;0.0;0.0;4050.0
0.0.8160892;9.0;14.4540054384;0.033491055000000006;2.95650162;3.43358064;1.189564341;45.7302475;0.0;0.0;76.7973905944
0.0.8180616;0.0;0.0;136576.125;0.0;0.0;0.0;0.0;0.0;0.0;136576.125
0.0.8181593;0.0;0.0;0.0;0.0;0.0;119000.0;0.0;0.0;0.0;119000.0
0.0.8190378;172.65597584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;172.65597584
0.0.8191634;650.00035862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;650.00035862
0.0.8193911;1960.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1960.0
0.0.8195929;660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;660.0
0.0.8200296;0.7412498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7412498
0.0.8205084;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0
0.0.8209469;0.0;0.0;0.0;0.0;0.0;0.0;7009.518271;0.0;0.0;7009.518271
NOT_FOUND_0x0d8bf125a37a143db9ee1992490640bb8e97d8b8;12608.53313994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12608.53313994
NOT_FOUND_0x4cfb6094446c3e086d3d2636b1a2f19628d4714b;13450.28954549;0.0;4687.5596685225;-0.030731130000000002;8273.32118235;1744.870403738;-3495.3061955;0.0;0.0;24660.703873470506
NOT_FOUND_0x4dc389b40e960cd0d011f28419bb3da5f00d4937;9482.8736484;301.7249890908;5701.6714104525;1426.0563731700001;350.94588543;1267.381394461;-2589.7894295;0.0;0.0;15940.8642715043
NOT_FOUND_0x66c71463f98013dcea824b89ecaca58e6f09c0fd;-0.00024337;0.0;0.0;0.0;0.0;0.0;35.002089500000004;0.0;0.0;35.001846130000004
NOT_FOUND_0x8c788e5907489a0110bf6eb8a6931f1eae048a6c;50000.0;0.0;0.0;688.9135892400001;19627.01617338;7652.519212540999;0.0;0.0;37429;115388.0
NOT_FOUND_0x927b4e5fe3750123488e3bc6c8aa4515d6044a9a;1630.0;0.0;0.0;0.0;0.0;0.0;-0.0033915;0.0;0.0;1629.9966085
NOT_FOUND_0x9692aa6a9b08ed6b10a802dc13c2fffdd49708f7;0.0;0.0;1293.196984875;0.0;0.0;0.0;0.0;0.0;0.0;1293.196984875
NOT_FOUND_0xa924468e8a1ec92b088b65fb340dde454726cc66;2500.90501539;0.0;12299.9999996925;0.0;0.0;0.0;0.0;0.0;0.0;14800.9050150825
NOT_FOUND_0xc77cbbaead55c25f8a589d748f26bb8e77f69cb9;0.0;0.0;-0.67233768;0.0;0.0;0.0;3.5;0.0;0.0;2.82766232
NOT_FOUND_0xc845be4bc13e0efe275b4a344cf03561a9a80b5e;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0
NOT_FOUND_0xca77ca38eb8bb5f8acc391cf2db774d6702d174b;0.0;2640.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2640.0
NOT_FOUND_0xd12149b79f4320e1df0355786af32bcea77d4476;0.00450166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00450166
NOT_FOUND_0xda9b073dfd6b115efe1cac0c58c8a1a62f75ad76;12500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9355.0;21855.0
NOT_FOUND_0xdb6c42a2baa04055f26c9f33b5dd08e3b4041ba9;0.0;0.0;6080.2551408750005;-0.39205674;0.0;0.0;0.0;0.0;13907;19986.0
